dim_1,dim_2,dim_3,value
9,23,46,1.0
9,23,47,1.0
9,23,48,1.0
9,23,49,1.0
9,23,50,1.0
9,23,51,1.0
9,23,52,1.0
9,23,53,1.0
9,23,54,1.0
9,23,55,1.0
9,23,56,1.0
9,23,57,1.0
9,23,58,1.0
9,23,59,1.0
9,23,60,1.0
9,24,28,1.0
9,24,29,1.0
9,24,30,1.0
9,24,31,1.0
9,24,32,1.0
9,24,33,1.0
9,24,34,1.0
9,24,35,1.0
9,24,36,1.0
9,24,37,1.0
9,24,38,1.0
9,24,39,1.0
9,24,40,1.0
9,24,41,1.0
9,24,42,1.0
9,24,43,1.0
9,24,44,1.0
9,24,45,1.0
9,24,46,1.0
9,24,47,1.0
9,24,48,1.0
9,24,49,1.0
9,24,50,1.0
9,24,51,1.0
9,24,52,1.0
9,24,53,1.0
9,24,54,1.0
9,24,55,1.0
9,24,56,1.0
9,24,57,1.0
9,24,58,1.0
9,24,59,1.0
9,24,60,1.0
9,25,32,1.0
9,25,33,1.0
9,25,34,1.0
9,25,35,1.0
9,25,36,1.0
9,25,37,1.0
9,25,38,1.0
9,25,39,1.0
9,25,40,1.0
9,25,41,1.0
9,25,42,1.0
9,25,43,1.0
9,25,44,1.0
9,25,45,1.0
9,25,46,1.0
9,25,47,1.0
9,25,48,1.0
9,25,49,1.0
9,25,50,1.0
9,25,51,1.0
9,25,52,1.0
9,25,53,1.0
9,25,54,1.0
9,25,55,1.0
9,25,56,1.0
9,25,57,1.0
9,25,58,1.0
9,25,59,1.0
9,25,60,1.0
9,26,31,1.0
9,26,32,1.0
9,26,33,1.0
9,26,34,1.0
9,26,35,1.0
9,26,36,1.0
9,26,37,1.0
9,26,38,1.0
9,26,39,1.0
9,26,40,1.0
9,26,41,1.0
9,26,42,1.0
9,26,43,1.0
9,26,44,1.0
9,26,45,1.0
9,26,46,1.0
9,26,47,1.0
9,26,48,1.0
9,26,49,1.0
9,26,50,1.0
9,26,51,1.0
9,26,52,1.0
9,26,53,1.0
9,26,54,1.0
9,26,55,1.0
9,26,56,1.0
9,26,57,1.0
9,26,58,1.0
9,26,59,1.0
9,26,60,1.0
9,27,15,1.0
9,27,16,1.0
9,27,17,1.0
9,27,18,1.0
9,27,19,1.0
9,27,20,1.0
9,27,21,1.0
9,27,22,1.0
9,27,23,1.0
9,27,24,1.0
9,27,25,1.0
9,27,26,1.0
9,27,27,1.0
9,27,28,1.0
9,27,29,1.0
9,27,30,1.0
9,27,31,1.0
9,27,32,1.0
9,27,33,1.0
9,27,34,1.0
9,27,35,1.0
9,27,36,1.0
9,27,37,1.0
9,27,38,1.0
9,27,39,1.0
9,27,40,1.0
9,27,41,1.0
9,27,42,1.0
9,27,43,1.0
9,27,44,1.0
9,27,45,1.0
9,27,46,1.0
9,27,47,1.0
9,27,48,1.0
9,27,49,1.0
9,27,50,1.0
9,27,51,1.0
9,27,52,1.0
9,27,53,1.0
9,27,54,1.0
9,27,55,1.0
9,27,56,1.0
9,27,57,1.0
9,27,58,1.0
9,27,59,1.0
9,27,60,1.0
9,28,22,1.0
9,28,23,1.0
9,28,24,1.0
9,28,25,1.0
9,28,26,1.0
9,28,27,1.0
9,28,28,1.0
9,28,29,1.0
9,28,30,1.0
9,28,31,1.0
9,28,32,1.0
9,28,33,1.0
9,28,34,1.0
9,28,35,1.0
9,28,36,1.0
9,28,37,1.0
9,28,38,1.0
9,28,39,1.0
9,28,40,1.0
9,28,41,1.0
9,28,42,1.0
9,28,43,1.0
9,28,44,1.0
9,28,45,1.0
9,28,46,1.0
9,28,47,1.0
9,28,48,1.0
9,28,49,1.0
9,28,50,1.0
9,28,51,1.0
9,28,52,1.0
9,28,53,1.0
9,28,54,1.0
9,28,55,1.0
9,28,56,1.0
9,28,57,1.0
9,28,58,1.0
9,28,59,1.0
9,28,60,1.0
9,29,21,1.0
9,29,22,1.0
9,29,23,1.0
9,29,24,1.0
9,29,25,1.0
9,29,26,1.0
9,29,27,1.0
9,29,28,1.0
9,29,29,1.0
9,29,30,1.0
9,29,31,1.0
9,29,32,1.0
9,29,33,1.0
9,29,34,1.0
9,29,35,1.0
9,29,36,1.0
9,29,37,1.0
9,29,38,1.0
9,29,39,1.0
9,29,40,1.0
9,29,41,1.0
9,29,42,1.0
9,29,43,1.0
9,29,44,1.0
9,29,45,1.0
9,29,46,1.0
9,29,47,1.0
9,29,48,1.0
9,29,49,1.0
9,29,50,1.0
9,29,51,1.0
9,29,52,1.0
9,29,53,1.0
9,29,54,1.0
9,29,55,1.0
9,29,56,1.0
9,29,57,1.0
9,29,58,1.0
9,29,59,1.0
9,29,60,1.0
9,30,29,1.0
9,30,30,1.0
9,30,31,1.0
9,30,32,1.0
9,30,33,1.0
9,30,34,1.0
9,30,35,1.0
9,30,36,1.0
9,30,37,1.0
9,30,38,1.0
9,30,39,1.0
9,30,40,1.0
9,30,41,1.0
9,30,42,1.0
9,30,43,1.0
9,30,44,1.0
9,30,45,1.0
9,30,46,1.0
9,30,47,1.0
9,30,48,1.0
9,30,49,1.0
9,30,50,1.0
9,30,51,1.0
9,30,52,1.0
9,30,53,1.0
9,30,54,1.0
9,30,55,1.0
9,30,56,1.0
9,30,57,1.0
9,30,58,1.0
9,30,59,1.0
9,30,60,1.0
10,21,23,1.0
10,21,24,1.0
10,21,25,1.0
10,21,26,1.0
10,21,27,1.0
10,21,28,1.0
10,21,29,1.0
10,21,30,1.0
10,21,31,1.0
10,21,32,1.0
10,21,33,1.0
10,21,34,1.0
10,21,35,1.0
10,21,36,1.0
10,21,37,1.0
10,21,38,1.0
10,21,39,1.0
10,21,40,1.0
10,21,41,1.0
10,21,42,1.0
10,21,43,1.0
10,21,44,1.0
10,21,45,1.0
10,21,46,1.0
10,21,47,1.0
10,21,48,1.0
10,21,49,1.0
10,21,50,1.0
10,21,51,1.0
10,21,52,1.0
10,21,53,1.0
10,21,54,1.0
10,21,55,1.0
10,21,56,1.0
10,21,57,1.0
10,21,58,1.0
10,21,59,1.0
10,21,60,1.0
10,22,15,1.0
10,22,16,1.0
10,22,17,1.0
10,22,18,1.0
10,22,19,1.0
10,22,20,1.0
10,22,21,1.0
10,22,22,1.0
10,22,23,1.0
10,22,24,1.0
10,22,25,1.0
10,22,26,1.0
10,22,27,1.0
10,22,28,1.0
10,22,29,1.0
10,22,30,1.0
10,22,31,1.0
10,22,32,1.0
10,22,33,1.0
10,22,34,1.0
10,22,35,1.0
10,22,36,1.0
10,22,37,1.0
10,22,38,1.0
10,22,39,1.0
10,22,40,1.0
10,22,41,1.0
10,22,42,1.0
10,22,43,1.0
10,22,44,1.0
10,22,45,1.0
10,22,46,1.0
10,22,47,1.0
10,22,48,1.0
10,22,49,1.0
10,22,50,1.0
10,22,51,1.0
10,22,52,1.0
10,22,53,1.0
10,22,54,1.0
10,22,55,1.0
10,22,56,1.0
10,22,57,1.0
10,22,58,1.0
10,22,59,1.0
10,22,60,1.0
10,23,3,1.0
10,23,4,1.0
10,23,5,1.0
10,23,6,1.0
10,23,7,1.0
10,23,8,1.0
10,23,9,1.0
10,23,10,1.0
10,23,11,1.0
10,23,12,1.0
10,23,13,1.0
10,23,14,1.0
10,23,15,1.0
10,23,16,1.0
10,23,17,1.0
10,23,18,1.0
10,23,19,1.0
10,23,20,1.0
10,23,21,1.0
10,23,22,1.0
10,23,23,1.0
10,23,24,1.0
10,23,25,1.0
10,23,26,1.0
10,23,27,1.0
10,23,28,1.0
10,23,29,1.0
10,23,30,1.0
10,23,31,1.0
10,23,32,1.0
10,23,33,1.0
10,23,34,1.0
10,23,35,1.0
10,23,36,1.0
10,23,37,1.0
10,23,38,1.0
10,23,39,1.0
10,23,40,1.0
10,23,41,1.0
10,23,42,1.0
10,23,43,1.0
10,23,44,1.0
10,23,45,1.0
10,23,46,1.0
10,23,47,1.0
10,23,48,1.0
10,23,49,1.0
10,23,50,1.0
10,23,51,1.0
10,23,52,1.0
10,23,53,1.0
10,23,54,1.0
10,23,55,1.0
10,23,56,1.0
10,23,57,1.0
10,23,58,1.0
10,23,59,1.0
10,23,60,1.0
10,24,13,1.0
10,24,14,1.0
10,24,15,1.0
10,24,16,1.0
10,24,17,1.0
10,24,18,1.0
10,24,19,1.0
10,24,20,1.0
10,24,21,1.0
10,24,22,1.0
10,24,23,1.0
10,24,24,1.0
10,24,25,1.0
10,24,26,1.0
10,24,27,1.0
10,24,28,1.0
10,24,29,1.0
10,24,30,1.0
10,24,31,1.0
10,24,32,1.0
10,24,33,1.0
10,24,34,1.0
10,24,35,1.0
10,24,36,1.0
10,24,37,1.0
10,24,38,1.0
10,24,39,1.0
10,24,40,1.0
10,24,41,1.0
10,24,42,1.0
10,24,43,1.0
10,24,44,1.0
10,24,45,1.0
10,24,46,1.0
10,24,47,1.0
10,24,48,1.0
10,24,49,1.0
10,24,50,1.0
10,24,51,1.0
10,24,52,1.0
10,24,53,1.0
10,24,54,1.0
10,24,55,1.0
10,24,56,1.0
10,24,57,1.0
10,24,58,1.0
10,24,59,1.0
10,24,60,1.0
10,25,10,1.0
10,25,11,1.0
10,25,12,1.0
10,25,13,1.0
10,25,14,1.0
10,25,15,1.0
10,25,16,1.0
10,25,17,1.0
10,25,18,1.0
10,25,19,1.0
10,25,20,1.0
10,25,21,1.0
10,25,22,1.0
10,25,23,1.0
10,25,24,1.0
10,25,25,1.0
10,25,26,1.0
10,25,27,1.0
10,25,28,1.0
10,25,29,1.0
10,25,30,1.0
10,25,31,1.0
10,25,32,1.0
10,25,33,1.0
10,25,34,1.0
10,25,35,1.0
10,25,36,1.0
10,25,37,1.0
10,25,38,1.0
10,25,39,1.0
10,25,40,1.0
10,25,41,1.0
10,25,42,1.0
10,25,43,1.0
10,25,44,1.0
10,25,45,1.0
10,25,46,1.0
10,25,47,1.0
10,25,48,1.0
10,25,49,1.0
10,25,50,1.0
10,25,51,1.0
10,25,52,1.0
10,25,53,1.0
10,25,54,1.0
10,25,55,1.0
10,25,56,1.0
10,25,57,1.0
10,25,58,1.0
10,25,59,1.0
10,25,60,1.0
10,26,9,1.0
10,26,10,1.0
10,26,11,1.0
10,26,12,1.0
10,26,13,1.0
10,26,14,1.0
10,26,15,1.0
10,26,16,1.0
10,26,17,1.0
10,26,18,1.0
10,26,19,1.0
10,26,20,1.0
10,26,21,1.0
10,26,22,1.0
10,26,23,1.0
10,26,24,1.0
10,26,25,1.0
10,26,26,1.0
10,26,27,1.0
10,26,28,1.0
10,26,29,1.0
10,26,30,1.0
10,26,31,1.0
10,26,32,1.0
10,26,33,1.0
10,26,34,1.0
10,26,35,1.0
10,26,36,1.0
10,26,37,1.0
10,26,38,1.0
10,26,39,1.0
10,26,40,1.0
10,26,41,1.0
10,26,42,1.0
10,26,43,1.0
10,26,44,1.0
10,26,45,1.0
10,26,46,1.0
10,26,47,1.0
10,26,48,1.0
10,26,49,1.0
10,26,50,1.0
10,26,51,1.0
10,26,52,1.0
10,26,53,1.0
10,26,54,1.0
10,26,55,1.0
10,26,56,1.0
10,26,57,1.0
10,26,58,1.0
10,26,59,1.0
10,26,60,1.0
10,27,38,1.0
10,27,39,1.0
10,27,40,1.0
10,27,41,1.0
10,27,42,1.0
10,27,43,1.0
10,27,44,1.0
10,27,45,1.0
10,27,46,1.0
10,27,47,1.0
10,27,48,1.0
10,27,49,1.0
10,27,50,1.0
10,27,51,1.0
10,27,52,1.0
10,27,53,1.0
10,27,54,1.0
10,27,55,1.0
10,27,56,1.0
10,27,57,1.0
10,27,58,1.0
10,27,59,1.0
10,27,60,1.0
10,28,49,1.0
10,28,50,1.0
10,28,51,1.0
10,28,52,1.0
10,28,53,1.0
10,28,54,1.0
10,28,55,1.0
10,28,56,1.0
10,28,57,1.0
10,28,58,1.0
10,28,59,1.0
10,28,60,1.0
10,29,30,1.0
10,29,31,1.0
10,29,32,1.0
10,29,33,1.0
10,29,34,1.0
10,29,35,1.0
10,29,36,1.0
10,29,37,1.0
10,29,38,1.0
10,29,39,1.0
10,29,40,1.0
10,29,41,1.0
10,29,42,1.0
10,29,43,1.0
10,29,44,1.0
10,29,45,1.0
10,29,46,1.0
10,29,47,1.0
10,29,48,1.0
10,29,49,1.0
10,29,50,1.0
10,29,51,1.0
10,29,52,1.0
10,29,53,1.0
10,29,54,1.0
10,29,55,1.0
10,29,56,1.0
10,29,57,1.0
10,29,58,1.0
10,29,59,1.0
10,29,60,1.0
11,21,14,1.0
11,21,15,1.0
11,21,16,1.0
11,21,17,1.0
11,21,18,1.0
11,21,19,1.0
11,21,20,1.0
11,21,21,1.0
11,21,22,1.0
11,21,23,1.0
11,21,24,1.0
11,21,25,1.0
11,21,26,1.0
11,21,27,1.0
11,21,28,1.0
11,21,29,1.0
11,21,30,1.0
11,21,31,1.0
11,21,32,1.0
11,21,33,1.0
11,21,34,1.0
11,21,35,1.0
11,21,36,1.0
11,21,37,1.0
11,21,38,1.0
11,21,39,1.0
11,21,40,1.0
11,21,41,1.0
11,21,42,1.0
11,21,43,1.0
11,21,44,1.0
11,21,45,1.0
11,21,46,1.0
11,21,47,1.0
11,21,48,1.0
11,21,49,1.0
11,21,50,1.0
11,21,51,1.0
11,21,52,1.0
11,21,53,1.0
11,21,54,1.0
11,21,55,1.0
11,21,56,1.0
11,21,57,1.0
11,21,58,1.0
11,21,59,1.0
11,21,60,1.0
11,22,13,1.0
11,22,14,1.0
11,22,15,1.0
11,22,16,1.0
11,22,17,1.0
11,22,18,1.0
11,22,19,1.0
11,22,20,1.0
11,22,21,1.0
11,22,22,1.0
11,22,23,1.0
11,22,24,1.0
11,22,25,1.0
11,22,26,1.0
11,22,27,1.0
11,22,28,1.0
11,22,29,1.0
11,22,30,1.0
11,22,31,1.0
11,22,32,1.0
11,22,33,1.0
11,22,34,1.0
11,22,35,1.0
11,22,36,1.0
11,22,37,1.0
11,22,38,1.0
11,22,39,1.0
11,22,40,1.0
11,22,41,1.0
11,22,42,1.0
11,22,43,1.0
11,22,44,1.0
11,22,45,1.0
11,22,46,1.0
11,22,47,1.0
11,22,48,1.0
11,22,49,1.0
11,22,50,1.0
11,22,51,1.0
11,22,52,1.0
11,22,53,1.0
11,22,54,1.0
11,22,55,1.0
11,22,56,1.0
11,22,57,1.0
11,22,58,1.0
11,22,59,1.0
11,22,60,1.0
11,23,16,1.0
11,23,17,1.0
11,23,18,1.0
11,23,19,1.0
11,23,20,1.0
11,23,21,1.0
11,23,22,1.0
11,23,23,1.0
11,23,24,1.0
11,23,25,1.0
11,23,26,1.0
11,23,27,1.0
11,23,28,1.0
11,23,29,1.0
11,23,30,1.0
11,23,31,1.0
11,23,32,1.0
11,23,33,1.0
11,23,34,1.0
11,23,35,1.0
11,23,36,1.0
11,23,37,1.0
11,23,38,1.0
11,23,39,1.0
11,23,40,1.0
11,23,41,1.0
11,23,42,1.0
11,23,43,1.0
11,23,44,1.0
11,23,45,1.0
11,23,46,1.0
11,23,47,1.0
11,23,48,1.0
11,23,49,1.0
11,23,50,1.0
11,23,51,1.0
11,23,52,1.0
11,23,53,1.0
11,23,54,1.0
11,23,55,1.0
11,23,56,1.0
11,23,57,1.0
11,23,58,1.0
11,23,59,1.0
11,23,60,1.0
11,24,19,1.0
11,24,20,1.0
11,24,21,1.0
11,24,22,1.0
11,24,23,1.0
11,24,24,1.0
11,24,25,1.0
11,24,26,1.0
11,24,27,1.0
11,24,28,1.0
11,24,29,1.0
11,24,30,1.0
11,24,31,1.0
11,24,32,1.0
11,24,33,1.0
11,24,34,1.0
11,24,35,1.0
11,24,36,1.0
11,24,37,1.0
11,24,38,1.0
11,24,39,1.0
11,24,40,1.0
11,24,41,1.0
11,24,42,1.0
11,24,43,1.0
11,24,44,1.0
11,24,45,1.0
11,24,46,1.0
11,24,47,1.0
11,24,48,1.0
11,24,49,1.0
11,24,50,1.0
11,24,51,1.0
11,24,52,1.0
11,24,53,1.0
11,24,54,1.0
11,24,55,1.0
11,24,56,1.0
11,24,57,1.0
11,24,58,1.0
11,24,59,1.0
11,24,60,1.0
11,25,16,1.0
11,25,17,1.0
11,25,18,1.0
11,25,19,1.0
11,25,20,1.0
11,25,21,1.0
11,25,22,1.0
11,25,23,1.0
11,25,24,1.0
11,25,25,1.0
11,25,26,1.0
11,25,27,1.0
11,25,28,1.0
11,25,29,1.0
11,25,30,1.0
11,25,31,1.0
11,25,32,1.0
11,25,33,1.0
11,25,34,1.0
11,25,35,1.0
11,25,36,1.0
11,25,37,1.0
11,25,38,1.0
11,25,39,1.0
11,25,40,1.0
11,25,41,1.0
11,25,42,1.0
11,25,43,1.0
11,25,44,1.0
11,25,45,1.0
11,25,46,1.0
11,25,47,1.0
11,25,48,1.0
11,25,49,1.0
11,25,50,1.0
11,25,51,1.0
11,25,52,1.0
11,25,53,1.0
11,25,54,1.0
11,25,55,1.0
11,25,56,1.0
11,25,57,1.0
11,25,58,1.0
11,25,59,1.0
11,25,60,1.0
11,26,10,1.0
11,26,11,1.0
11,26,12,1.0
11,26,13,1.0
11,26,14,1.0
11,26,15,1.0
11,26,16,1.0
11,26,17,1.0
11,26,18,1.0
11,26,19,1.0
11,26,20,1.0
11,26,21,1.0
11,26,22,1.0
11,26,23,1.0
11,26,24,1.0
11,26,25,1.0
11,26,26,1.0
11,26,27,1.0
11,26,28,1.0
11,26,29,1.0
11,26,30,1.0
11,26,31,1.0
11,26,32,1.0
11,26,33,1.0
11,26,34,1.0
11,26,35,1.0
11,26,36,1.0
11,26,37,1.0
11,26,38,1.0
11,26,39,1.0
11,26,40,1.0
11,26,41,1.0
11,26,42,1.0
11,26,43,1.0
11,26,44,1.0
11,26,45,1.0
11,26,46,1.0
11,26,47,1.0
11,26,48,1.0
11,26,49,1.0
11,26,50,1.0
11,26,51,1.0
11,26,52,1.0
11,26,53,1.0
11,26,54,1.0
11,26,55,1.0
11,26,56,1.0
11,26,57,1.0
11,26,58,1.0
11,26,59,1.0
11,26,60,1.0
11,27,30,1.0
11,27,31,1.0
11,27,32,1.0
11,27,33,1.0
11,27,34,1.0
11,27,35,1.0
11,27,36,1.0
11,27,37,1.0
11,27,38,1.0
11,27,39,1.0
11,27,40,1.0
11,27,41,1.0
11,27,42,1.0
11,27,43,1.0
11,27,44,1.0
11,27,45,1.0
11,27,46,1.0
11,27,47,1.0
11,27,48,1.0
11,27,49,1.0
11,27,50,1.0
11,27,51,1.0
11,27,52,1.0
11,27,53,1.0
11,27,54,1.0
11,27,55,1.0
11,27,56,1.0
11,27,57,1.0
11,27,58,1.0
11,27,59,1.0
11,27,60,1.0
11,28,46,1.0
11,28,47,1.0
11,28,48,1.0
11,28,49,1.0
11,28,50,1.0
11,28,51,1.0
11,28,52,1.0
11,28,53,1.0
11,28,54,1.0
11,28,55,1.0
11,28,56,1.0
11,28,57,1.0
11,28,58,1.0
11,28,59,1.0
11,28,60,1.0
11,29,38,1.0
11,29,39,1.0
11,29,40,1.0
11,29,41,1.0
11,29,42,1.0
11,29,43,1.0
11,29,44,1.0
11,29,45,1.0
11,29,46,1.0
11,29,47,1.0
11,29,48,1.0
11,29,49,1.0
11,29,50,1.0
11,29,51,1.0
11,29,52,1.0
11,29,53,1.0
11,29,54,1.0
11,29,55,1.0
11,29,56,1.0
11,29,57,1.0
11,29,58,1.0
11,29,59,1.0
11,29,60,1.0
11,30,34,1.0
11,30,35,1.0
11,30,36,1.0
11,30,37,1.0
11,30,38,1.0
11,30,39,1.0
11,30,40,1.0
11,30,41,1.0
11,30,42,1.0
11,30,43,1.0
11,30,44,1.0
11,30,45,1.0
11,30,46,1.0
11,30,47,1.0
11,30,48,1.0
11,30,49,1.0
11,30,50,1.0
11,30,51,1.0
11,30,52,1.0
11,30,53,1.0
11,30,54,1.0
11,30,55,1.0
11,30,56,1.0
11,30,57,1.0
11,30,58,1.0
11,30,59,1.0
11,30,60,1.0
12,21,14,1.0
12,21,15,1.0
12,21,16,1.0
12,21,17,1.0
12,21,18,1.0
12,21,19,1.0
12,21,20,1.0
12,21,21,1.0
12,21,22,1.0
12,21,23,1.0
12,21,24,1.0
12,21,25,1.0
12,21,26,1.0
12,21,27,1.0
12,21,28,1.0
12,21,29,1.0
12,21,30,1.0
12,21,31,1.0
12,21,32,1.0
12,21,33,1.0
12,21,34,1.0
12,21,35,1.0
12,21,36,1.0
12,21,37,1.0
12,21,38,1.0
12,21,39,1.0
12,21,40,1.0
12,21,41,1.0
12,21,42,1.0
12,21,43,1.0
12,21,44,1.0
12,21,45,1.0
12,21,46,1.0
12,21,47,1.0
12,21,48,1.0
12,21,49,1.0
12,21,50,1.0
12,21,51,1.0
12,21,52,1.0
12,21,53,1.0
12,21,54,1.0
12,21,55,1.0
12,21,56,1.0
12,21,57,1.0
12,21,58,1.0
12,21,59,1.0
12,21,60,1.0
12,22,14,1.0
12,22,15,1.0
12,22,16,1.0
12,22,17,1.0
12,22,18,1.0
12,22,19,1.0
12,22,20,1.0
12,22,21,1.0
12,22,22,1.0
12,22,23,1.0
12,22,24,1.0
12,22,25,1.0
12,22,26,1.0
12,22,27,1.0
12,22,28,1.0
12,22,29,1.0
12,22,30,1.0
12,22,31,1.0
12,22,32,1.0
12,22,33,1.0
12,22,34,1.0
12,22,35,1.0
12,22,36,1.0
12,22,37,1.0
12,22,38,1.0
12,22,39,1.0
12,22,40,1.0
12,22,41,1.0
12,22,42,1.0
12,22,43,1.0
12,22,44,1.0
12,22,45,1.0
12,22,46,1.0
12,22,47,1.0
12,22,48,1.0
12,22,49,1.0
12,22,50,1.0
12,22,51,1.0
12,22,52,1.0
12,22,53,1.0
12,22,54,1.0
12,22,55,1.0
12,22,56,1.0
12,22,57,1.0
12,22,58,1.0
12,22,59,1.0
12,22,60,1.0
12,23,16,1.0
12,23,17,1.0
12,23,18,1.0
12,23,19,1.0
12,23,20,1.0
12,23,21,1.0
12,23,22,1.0
12,23,23,1.0
12,23,24,1.0
12,23,25,1.0
12,23,26,1.0
12,23,27,1.0
12,23,28,1.0
12,23,29,1.0
12,23,30,1.0
12,23,31,1.0
12,23,32,1.0
12,23,33,1.0
12,23,34,1.0
12,23,35,1.0
12,23,36,1.0
12,23,37,1.0
12,23,38,1.0
12,23,39,1.0
12,23,40,1.0
12,23,41,1.0
12,23,42,1.0
12,23,43,1.0
12,23,44,1.0
12,23,45,1.0
12,23,46,1.0
12,23,47,1.0
12,23,48,1.0
12,23,49,1.0
12,23,50,1.0
12,23,51,1.0
12,23,52,1.0
12,23,53,1.0
12,23,54,1.0
12,23,55,1.0
12,23,56,1.0
12,23,57,1.0
12,23,58,1.0
12,23,59,1.0
12,23,60,1.0
12,24,18,1.0
12,24,19,1.0
12,24,20,1.0
12,24,21,1.0
12,24,22,1.0
12,24,23,1.0
12,24,24,1.0
12,24,25,1.0
12,24,26,1.0
12,24,27,1.0
12,24,28,1.0
12,24,29,1.0
12,24,30,1.0
12,24,31,1.0
12,24,32,1.0
12,24,33,1.0
12,24,34,1.0
12,24,35,1.0
12,24,36,1.0
12,24,37,1.0
12,24,38,1.0
12,24,39,1.0
12,24,40,1.0
12,24,41,1.0
12,24,42,1.0
12,24,43,1.0
12,24,44,1.0
12,24,45,1.0
12,24,46,1.0
12,24,47,1.0
12,24,48,1.0
12,24,49,1.0
12,24,50,1.0
12,24,51,1.0
12,24,52,1.0
12,24,53,1.0
12,24,54,1.0
12,24,55,1.0
12,24,56,1.0
12,24,57,1.0
12,24,58,1.0
12,24,59,1.0
12,24,60,1.0
12,25,21,1.0
12,25,22,1.0
12,25,23,1.0
12,25,24,1.0
12,25,25,1.0
12,25,26,1.0
12,25,27,1.0
12,25,28,1.0
12,25,29,1.0
12,25,30,1.0
12,25,31,1.0
12,25,32,1.0
12,25,33,1.0
12,25,34,1.0
12,25,35,1.0
12,25,36,1.0
12,25,37,1.0
12,25,38,1.0
12,25,39,1.0
12,25,40,1.0
12,25,41,1.0
12,25,42,1.0
12,25,43,1.0
12,25,44,1.0
12,25,45,1.0
12,25,46,1.0
12,25,47,1.0
12,25,48,1.0
12,25,49,1.0
12,25,50,1.0
12,25,51,1.0
12,25,52,1.0
12,25,53,1.0
12,25,54,1.0
12,25,55,1.0
12,25,56,1.0
12,25,57,1.0
12,25,58,1.0
12,25,59,1.0
12,25,60,1.0
12,26,25,1.0
12,26,26,1.0
12,26,27,1.0
12,26,28,1.0
12,26,29,1.0
12,26,30,1.0
12,26,31,1.0
12,26,32,1.0
12,26,33,1.0
12,26,34,1.0
12,26,35,1.0
12,26,36,1.0
12,26,37,1.0
12,26,38,1.0
12,26,39,1.0
12,26,40,1.0
12,26,41,1.0
12,26,42,1.0
12,26,43,1.0
12,26,44,1.0
12,26,45,1.0
12,26,46,1.0
12,26,47,1.0
12,26,48,1.0
12,26,49,1.0
12,26,50,1.0
12,26,51,1.0
12,26,52,1.0
12,26,53,1.0
12,26,54,1.0
12,26,55,1.0
12,26,56,1.0
12,26,57,1.0
12,26,58,1.0
12,26,59,1.0
12,26,60,1.0
12,27,23,1.0
12,27,24,1.0
12,27,25,1.0
12,27,26,1.0
12,27,27,1.0
12,27,28,1.0
12,27,29,1.0
12,27,30,1.0
12,27,31,1.0
12,27,32,1.0
12,27,33,1.0
12,27,34,1.0
12,27,35,1.0
12,27,36,1.0
12,27,37,1.0
12,27,38,1.0
12,27,39,1.0
12,27,40,1.0
12,27,41,1.0
12,27,42,1.0
12,27,43,1.0
12,27,44,1.0
12,27,45,1.0
12,27,46,1.0
12,27,47,1.0
12,27,48,1.0
12,27,49,1.0
12,27,50,1.0
12,27,51,1.0
12,27,52,1.0
12,27,53,1.0
12,27,54,1.0
12,27,55,1.0
12,27,56,1.0
12,27,57,1.0
12,27,58,1.0
12,27,59,1.0
12,27,60,1.0
12,28,25,1.0
12,28,26,1.0
12,28,27,1.0
12,28,28,1.0
12,28,29,1.0
12,28,30,1.0
12,28,31,1.0
12,28,32,1.0
12,28,33,1.0
12,28,34,1.0
12,28,35,1.0
12,28,36,1.0
12,28,37,1.0
12,28,38,1.0
12,28,39,1.0
12,28,40,1.0
12,28,41,1.0
12,28,42,1.0
12,28,43,1.0
12,28,44,1.0
12,28,45,1.0
12,28,46,1.0
12,28,47,1.0
12,28,48,1.0
12,28,49,1.0
12,28,50,1.0
12,28,51,1.0
12,28,52,1.0
12,28,53,1.0
12,28,54,1.0
12,28,55,1.0
12,28,56,1.0
12,28,57,1.0
12,28,58,1.0
12,28,59,1.0
12,28,60,1.0
12,29,30,1.0
12,29,31,1.0
12,29,32,1.0
12,29,33,1.0
12,29,34,1.0
12,29,35,1.0
12,29,36,1.0
12,29,37,1.0
12,29,38,1.0
12,29,39,1.0
12,29,40,1.0
12,29,41,1.0
12,29,42,1.0
12,29,43,1.0
12,29,44,1.0
12,29,45,1.0
12,29,46,1.0
12,29,47,1.0
12,29,48,1.0
12,29,49,1.0
12,29,50,1.0
12,29,51,1.0
12,29,52,1.0
12,29,53,1.0
12,29,54,1.0
12,29,55,1.0
12,29,56,1.0
12,29,57,1.0
12,29,58,1.0
12,29,59,1.0
12,29,60,1.0
12,30,27,1.0
12,30,28,1.0
12,30,29,1.0
12,30,30,1.0
12,30,31,1.0
12,30,32,1.0
12,30,33,1.0
12,30,34,1.0
12,30,35,1.0
12,30,36,1.0
12,30,37,1.0
12,30,38,1.0
12,30,39,1.0
12,30,40,1.0
12,30,41,1.0
12,30,42,1.0
12,30,43,1.0
12,30,44,1.0
12,30,45,1.0
12,30,46,1.0
12,30,47,1.0
12,30,48,1.0
12,30,49,1.0
12,30,50,1.0
12,30,51,1.0
12,30,52,1.0
12,30,53,1.0
12,30,54,1.0
12,30,55,1.0
12,30,56,1.0
12,30,57,1.0
12,30,58,1.0
12,30,59,1.0
12,30,60,1.0
13,21,27,1.0
13,21,28,1.0
13,21,29,1.0
13,21,30,1.0
